2005,chi,11.33	
2005,haw,8.79	
2005,nu,24.19	
2006,chi,11.47	
2006,haw,8.41	
2006,nu,25.21	
2007,chi,11.53	
2007,haw,9.3	
2007,nu,25.57	
2008,chi,11.68	
2008,haw,9.84	
2008,nu,26.83	
